접수부서,접수완료일시,경찰청,사건상태,사건종별,신고자성별,발생지점,경도,위도,동일사건발생,접수완료일시_연도
대전청,2020-12-05 21:03:47,대전청,종결요청,교통사고,남성,대전광역시 중구 목동(행정:목동) 24,127.405512,36.334774,,2020
대전청,2020-12-05 22:38:57,대전청,종결요청,교통사고,남성,대전광역시 유성구 교촌동(진잠동) 616,127.31787338,36.30473454,,2020
충남청,2020-12-05 21:54:19,세종청,종결요청,교통사고,남성,세종특별자치시 세종시 연서면 월하리(행정:연서면) 533-4,127.290631,36.574496,Y,2020
대전청,2020-12-05 19:20:24,대전청,종결요청,교통사고,남성,대전광역시 동구 인동(신인동) 340-2,127.44229486,36.31901007,,2020
충남청,2020-12-05 20:13:01,충남청,종결요청,교통사고,남성,충청남도 아산시 신창면 가덕리(신창면) 886,126.922753,36.809553,,2020
충남청,2020-12-05 22:51:09,충남청,종결요청,교통사고,남성,충청남도 당진시 신평면 도성리(행정:신평면) 22-6,,,Y,2020
충남청,2020-12-05 22:54:41,세종청,종결요청,교통불편,여성,세종특별자치시 세종시 장군면 은용리(장군면) 341-104,127.20411255,36.48823877,,2020
충남청,2020-12-05 21:54:31,충남청,종결요청,음주운전,불상,충청남도 천안시 동남구 봉명동(행정:봉명동) 497-2,127.13311,36.810196,,2020
대전청,2020-12-05 19:28:38,대전청,종결요청,교통사고,남성,대전광역시 대덕구 중리동(행정:중리동) 231-5,127.423704,36.358521,,2020
대전청,2020-12-05 20:17:10,대전청,종결요청,교통위반,남성,대전광역시 유성구 덕명동(행정:온천1동) 171-3,127.298466,36.348022,,2020
충남청,2020-12-05 22:50:50,충남청,종결요청,교통사고,남성,충청남도 당진시 신평면 도성리(행정:신평면) 22-6,126.81062,36.887729,Y,2020
충남청,2020-12-05 22:51:03,충남청,종결요청,교통불편,남성,충청남도 공주시 신관동(신관동) 248-2,127.13857478,36.47368545,,2020
충남청,2020-12-05 21:15:46,충남청,종결요청,교통위반,남성,충청남도 천안시 서북구 입장면 가산리(입장면) 409-23,127.18945665,36.94099682,,2020
충남청,2020-12-05 21:07:36,충남청,종결요청,교통사고,남성,충청남도 천안시 서북구 성환읍 수향리(행정:성환읍) 466-5,127.13171,36.95547,,2020
충남청,2020-12-05 21:59:31,충남청,종결요청,교통사고,여성,충청남도 천안시 서북구 성환읍 성환리(행정:성환읍) 280-8,127.134125,36.91877627,,2020
충남청,2020-12-05 19:36:54,충남청,종결요청,음주운전,남성,충청남도 당진시 송악읍 중흥리(송악읍) 357-2,126.743283,36.93845,,2020
대전청,2020-12-05 20:39:31,대전청,종결요청,음주운전,남성,대전광역시 동구 가양동(가양2동) 47-64,127.45425266,36.3542149,,2020
충남청,2020-12-05 20:59:06,충남청,종결요청,교통사고,남성,충청남도 천안시 동남구 유량동(행정:원성1동) 304-2,127.176888,36.81128,,2020
충남청,2020-12-05 22:01:20,충남청,종결요청,교통위반,불상,충청남도 천안시 동남구 용곡동(행정:일봉동) 226-29,127.136334,36.791011,,2020
충남청,2020-12-05 19:39:04,충남청,종결요청,교통사고,여성,충청남도 보령시 명천동(대천4동) 570-30,126.60230398,36.33530617,,2020
대전청,2020-12-05 20:39:42,대전청,종결요청,교통사고,여성,대전광역시 동구 용운동(행정:용운동) 126,127.45384822,36.33345737,,2020
대전청,2020-12-05 20:40:14,대전청,종결요청,교통사고,남성,대전광역시 동구 삼성동(행정:삼성동) 150-88,127.433555,36.339831,,2020
대전청,2020-12-05 20:41:30,대전청,종결요청,음주운전,남성,대전광역시 대덕구 비래동(비래동) 417-1,127.44789233,36.36733841,,2020
충남청,2020-12-05 21:33:14,충남청,종결요청,음주운전,남성,충청남도 천안시 서북구 불당동(행정:불당동) 1168,127.10964501,36.80309921,,2020
대전청,2020-12-05 19:48:24,대전청,종결요청,교통사고,불상,대전광역시 유성구 지족동(노은1동) 916-17,127.322316,36.374434,,2020
대전청,2020-12-05 19:52:57,대전청,종결요청,교통사고,남성,대전광역시 유성구 장대동(온천2동) 354-6,127.33804019,36.36064218,,2020
대전청,2020-12-05 23:12:40,대전청,종결요청,교통사고,여성,대전광역시 유성구 도룡동(행정:신성동) 4-19,127.391691,36.375023,,2020
충남청,2020-12-05 22:10:59,충남청,종결요청,교통위반,여성,충청남도 당진시 석문면 삼화리(석문면) 473-10,126.62067177,36.97646621,Y,2020
대전청,2020-12-05 12:55:45,대전청,종결요청,교통사고,여성,대전광역시 서구 가수원동(행정:가수원동) 803-10,127.352917,36.297911,,2020
충남청,2020-12-05 12:47:46,충남청,종결요청,교통사고,여성,충청남도 당진시 채운동(당진2동) 346-6,126.624491,36.888764,,2020
충남청,2020-12-05 09:18:28,충남청,종결요청,교통사고,남성,충청남도 천안시 서북구 불당동(행정:불당동) 1489,127.109423,36.819578,,2020
남대전지구대,2020-12-05 11:01:02,대전청,종결요청,교통불편,남성,대전광역시 중구 대흥동(행정:대흥동) 185-11,127.426717,36.325733,,2020
충남청,2020-12-05 11:31:34,충남청,종결요청,음주운전,남성,충청남도 아산시 방축동(온양4동) 204-3,126.97954589,36.78697062,,2020
대전청,2020-12-05 11:58:54,대전청,종결요청,교통사고,남성,대전광역시 서구 도마동(행정:도마2동) 333-31,127.371062,36.317755,,2020
대전청,2020-12-05 12:48:16,대전청,종결요청,교통사고,여성,대전광역시 대덕구 법동(행정:법2동) ,127.431704,36.366159,,2020
대전청,2020-12-05 13:01:07,대전청,종결요청,교통불편,남성,대전광역시 동구 대동(행정:대동) 51-5,127.446914,36.327984,,2020
충남청,2020-12-05 13:11:15,충남청,종결요청,교통사고,남성,충청남도 홍성군 갈산면 상촌리(행정:갈산면) ,126.547558,36.602849,,2020
충남청,2020-12-05 07:18:55,충남청,종결요청,교통사고,남성,충청남도 홍성군 갈산면 오두리(갈산면) 156-4,126.53284771,36.59904319,Y,2020
충남청,2020-12-05 07:20:00,충남청,종결요청,교통사고,불상,충청남도 홍성군 갈산면 상촌리 427-6 ,126.54302,36.60017,Y,2020
대전청,2020-12-05 09:25:05,충남청,종결요청,교통사고,남성,충청남도 홍성군 홍성읍 고암리(행정:홍성읍) 573-2,126.67446788,36.59960139,,2020
충남청,2020-12-05 12:59:45,충남청,종결요청,교통사고,남성,충청남도 아산시 용화동(행정:온양5동) 719,126.99616,36.77211,,2020
충남청,2020-12-05 12:58:53,충남청,종결요청,교통불편,여성,충청남도 예산군 고덕면 대천리(고덕면) 722-5,126.70302574,36.74627213,Y,2020
충남청,2020-12-05 13:13:56,충남청,종결요청,교통사고,여성,충청남도 서산시 석남동(석남동) 243-2,126.45321547,36.76139665,Y,2020
충남청,2020-12-05 13:14:01,충남청,종결요청,교통사고,남성,충청남도 논산시 대교동(행정:부창동) 98-11,127.081875,36.208647,,2020
충남청,2020-12-05 07:31:52,충남청,종결요청,교통불편,여성,충청남도 부여군 내산면 지티리(내산면) 148-5,126.73669338,36.28955841,,2020
충남청,2020-12-05 07:38:02,세종청,종결요청,교통사고,남성,세종특별자치시 세종시 가람동(한솔동) 791-9,127.25251366,36.47145933,,2020
대전청,2020-12-05 07:51:05,대전청,종결요청,교통사고,남성,대전광역시 서구 둔산동(둔산3동) 2274,127.4019444,36.3497222,,2020
충남청,2020-12-05 09:30:00,충남청,종결요청,교통사고,남성,충청남도 당진시 읍내동(행정:당진1동) ,126.632743,36.895566,,2020
충남청,2020-12-05 11:48:09,세종청,종결요청,교통사고,남성,세종특별자치시 세종시 나성동(행정:새롬동) 741,127.2567871,36.48851449,,2020
대전청,2020-12-05 12:00:37,대전청,종결요청,교통사고,남성,대전광역시 유성구 노은동(행정:노은1동) 534-1,127.320602,36.367492,Y,2020
충남청,2020-12-05 07:38:12,충남청,종결요청,교통사고,남성,충청남도 당진시 채운동(당진2동) 363-8,126.615,36.8905556,,2020
충남청,2020-12-05 08:06:05,충남청,종결요청,교통사고,남성,충청남도 홍성군 광천읍 상정리(광천읍) 440-13,126.61353417,36.5051051,,2020
충남청,2020-12-05 08:07:45,충남청,종결요청,교통사고,불상,충청남도 보령시 주포면 마강리 284-14 지피에스위치,126.57709,36.42304,Y,2020
대전청,2020-12-05 11:53:13,대전청,종결요청,교통사고,여성,대전광역시 동구 가오동(행정:효동) 644,127.45694816,36.30627698,,2020
대전청,2020-12-05 07:42:21,대전청,종결요청,교통사고,남성,대전광역시 동구 용전동(행정:용전동) 67-7,127.437517,36.352664,,2020
충남청,2020-12-05 07:45:15,충남청,종결요청,교통사고,불상,충청남도 당진시 신평면 거산리 451-4  신평주유소 앞 당진방향 /,126.7411,36.88642,N,2020
충남청,2020-12-05 07:48:49,충남청,종결요청,교통사고,여성,충청남도 당진시 정미면 봉생리(행정:정미면) ,126.599857,36.885762,Y,2020
충남청,2020-12-05 07:48:46,충남청,종결요청,교통위반,남성,충청남도 천안시 동남구 삼룡동(행정:청룡동) 173-1,127.173667,36.787582,,2020
충남청,2020-12-05 07:49:23,충남청,종결요청,교통사고,남성,충청남도 당진시 시곡동(당진3동) 941-1,126.65953159,36.9037199,,2020
충남청,2020-12-05 08:09:54,충남청,종결요청,교통사고,남성,충청남도 보령시 대천동(행정:대천2동) 197-40,126.594528,36.349566,,2020
충남청,2020-12-05 08:21:30,세종청,종결요청,교통불편,여성,세종특별자치시 세종시 고운동(고운동) 1706,127.24143252,36.50892369,,2020
충남청,2020-12-05 08:56:04,충남청,종결요청,교통사고,남성,충청남도 보령시 성주면 개화리(성주면) 135-1,126.6530556,36.3186111,,2020
충남청,2020-12-05 10:43:57,충남청,종결요청,교통불편,남성,충청남도 보령시 대천동(대천2동) 209-104,126.594665,36.348063,,2020
대전청,2020-12-05 11:51:15,대전청,종결요청,교통사고,남성,대전광역시 동구 천동(효동) 68-10,127.44891438,36.30986292,,2020
대전청,2020-12-05 12:04:48,대전청,종결요청,교통사고,남성,대전광역시 유성구 장대동(행정:온천2동) 336-2,127.33747853,36.36364125,,2020
충남청,2020-12-05 06:58:35,충남청,종결요청,교통사고,남성,충청남도 예산군 예산읍 주교리(행정:예산읍) 221-8,126.82949017,36.68623084,,2020
충남청,2020-12-05 07:01:23,충남청,종결요청,교통사고,여성,충청남도 아산시 방축동(행정:온양4동) 137-11,126.9891,36.785359,,2020
충남청,2020-12-05 07:05:00,충남청,종결요청,교통사고,남성,충청남도 부여군 내산면 지티리(내산면) 437-3,126.73336744,36.28984809,Y,2020
충남청,2020-12-05 07:06:00,충남청,종결요청,교통사고,남성,충청남도 아산시 방축동(온양4동) 678,126.98934291,36.78475227,,2020
충남청,2020-12-05 07:51:45,충남청,종결요청,교통위반,여성,충청남도 천안시 동남구 풍세면 가송리(풍세면) 산45-1,127.13804148,36.72152897,,2020
충남청,2020-12-05 07:55:10,충남청,종결요청,교통사고,남성,충청남도 보령시 성주면 개화리(행정:성주면) 114-12,126.65271839,36.32611888,,2020
충남청,2020-12-05 11:21:36,충남청,종결요청,교통사고,여성,충청남도 당진시 읍내동(행정:당진1동) 224-4,126.630475,36.89451666,,2020
충남청,2020-12-05 13:28:23,충남청,종결요청,교통사고,남성,충청남도 홍성군 서부면 남당리(행정:서부면) ,126.469288,36.539106,,2020
대전청,2020-12-05 13:55:27,대전청,종결요청,교통사고,남성,대전광역시 서구 둔산동(행정:둔산1동) 1452,127.388624,36.350966,,2020
대전청,2020-12-05 08:24:38,대전청,종결요청,교통사고,여성,대전광역시 서구 용문동(행정:용문동) 213-8,127.399818,36.342365,,2020
충남청,2020-12-05 11:53:01,충남청,종결요청,교통사고,여성,충청남도 태안군 태안읍 동문리(태안읍) 59-2,126.309166,36.750376,,2020
대전청,2020-12-05 11:54:12,대전청,종결요청,교통불편,남성,대전광역시 중구 옥계동(석교동) 4-4,127.451693,36.30295347,,2020
대전청,2020-12-05 12:05:39,대전청,종결요청,교통사고,남성,대전광역시 중구 문창동(행정:문창동) 372-2,127.43755582,36.3138797,,2020
대전청,2020-12-05 13:18:22,대전청,종결요청,교통불편,여성,대전광역시 대덕구 법동(법1동) 389,127.42688821,36.37426562,,2020
대전청,2020-12-05 13:30:45,대전청,종결요청,교통사고,남성,대전광역시 서구 탄방동(탄방동) 54-22,127.38909444,36.34194144,,2020
충남청,2020-12-05 06:43:29,충남청,종결요청,교통사고,불상,충청남도 서산시 음암면 탑곡리(행정:음암면) 165,126.550605,36.804704,,2020
대전청,2020-12-05 10:05:59,대전청,종결요청,교통사고,남성,대전광역시 서구 둔산동(행정:둔산2동) 1032,127.378875,36.353133,,2020
대전청,2020-12-05 10:05:05,대전청,종결요청,교통사고,남성,대전광역시 대덕구 오정동(오정동) 45-11,127.40723824,36.35810438,,2020
대전청,2020-12-05 12:10:15,대전청,종결요청,교통사고,남성,대전광역시 유성구 화암동(신성동) 275-6,127.37388577,36.39764588,,2020
충남청,2020-12-05 12:26:03,충남청,종결요청,교통위반,남성,충청남도 공주시 신관동(행정:신관동) ,127.130674,36.468646,,2020
충남청,2020-12-05 12:32:58,충남청,종결요청,교통사고,남성,충청남도 보령시 대천동(행정:대천2동) 618-55,126.597806,36.350073,,2020
대전청,2020-12-05 06:20:41,대전청,종결요청,교통불편,불상,대전광역시 서구 도안동(가수원동) 164,127.34808206,36.3175449,,2020
대전청,2020-12-05 06:42:37,대전청,종결요청,교통위반,남성,충청북도 청주시 서원구 남이면 부용외천리(남이면) 904-5,127.41601476,36.531092,,2020
충남청,2020-12-05 09:02:51,충남청,종결요청,음주운전,남성,충청남도 공주시 신관동(행정:신관동) 185-4,127.13680002,36.47050265,,2020
충남청,2020-12-05 09:06:42,충남청,종결요청,교통사고,남성,충청남도 보령시 성주면 개화리(성주면) 135-1,126.6530556,36.3186111,Y,2020
대전청,2020-12-05 10:06:09,대전청,종결요청,교통불편,남성,대전광역시 대덕구 법동(행정:법2동) ,127.428954,36.370714,,2020
대전청,2020-12-05 10:07:43,대전청,종결요청,교통사고,남성,대전광역시 중구 용두동(행정:용두동) 28-13,127.410761,36.325108,,2020
대전청,2020-12-05 10:09:45,대전청,종결요청,교통사고,남성,대전광역시 서구 둔산동(행정:둔산2동) 1036,127.378153,36.351994,,2020
충남청,2020-12-05 10:17:05,충남청,종결요청,교통불편,남성,충청남도 아산시 용화동(온양5동) 775,126.99599307,36.77086128,,2020
충남청,2020-12-05 10:19:11,충남청,종결요청,교통사고,남성,충청남도 아산시 온천동(행정:온양1동) 1080,127.00071,36.792053,,2020
충남청,2020-12-05 10:18:28,세종청,종결요청,교통사고,남성,세종특별자치시 세종시 장군면 은용리(행정:장군면) 20-6,127.2127791,36.49383008,,2020
충남청,2020-12-05 12:27:22,충남청,종결요청,교통사고,남성,충청남도 공주시 웅진동(웅진동) 253-7,127.1097618,36.4580387,,2020
충남청,2020-12-05 12:38:36,충남청,종결요청,교통사고,여성,충청남도 천안시 서북구 쌍용동(행정:쌍용2동) 426-3,127.121561,36.793859,,2020
충남청,2020-12-05 12:39:46,충남청,종결요청,교통사고,남성,충청남도 홍성군 홍성읍 고암리(홍성읍) 556-9,126.67352806,36.59814977,,2020
충남청,2020-12-05 08:36:32,충남청,종결요청,교통불편,남성,충청남도 당진시 읍내동(행정:당진1동) 1573,126.630937,36.900538,,2020
충남청,2020-12-05 12:09:10,충남청,종결요청,교통사고,불상,충청남도 서천군 장항읍 신창리 20-2 gps/전기차충전소 앞,126.69362,36.01632,N,2020
대전청,2020-12-05 12:26:12,대전청,종결요청,교통불편,남성,대전광역시 서구 둔산동(둔산2동) 1110,127.37672746,36.34902425,,2020
충남청,2020-12-05 12:41:27,충남청,종결요청,교통불편,남성,충청남도 홍성군 홍성읍 오관리(행정:홍성읍) 306-1,126.665659,36.600767,,2020
충남청,2020-12-05 13:19:39,충남청,종결요청,교통사고,남성,충청남도 서산시 석남동(행정:석남동) ,126.453204,36.761414,Y,2020
충남청,2020-12-05 13:39:43,충남청,종결요청,교통사고,남성,충청남도 서산시 동문동(동문2동) 275-4,126.458899,36.77892099,,2020
충남청,2020-12-05 13:40:42,충남청,종결요청,교통불편,여성,충청남도 아산시 염치읍 서원리(행정:염치읍) 19-9,126.965741,36.843102,,2020
충남청,2020-12-05 13:42:44,충남청,종결요청,교통위반,남성,충청남도 천안시 동남구 원성동(행정:원성2동) 601-9,127.153919,36.798692,,2020
대전청,2020-12-05 13:38:06,대전청,종결요청,교통사고,여성,대전광역시 중구 문창동(행정:문창동) 116-8,127.438306,36.315636,,2020
충남청,2020-12-05 08:36:05,충남청,종결요청,교통사고,불상,충청남도 홍성군 홍북읍 상하리 19-42 내포에서 홍성방향/ 동진아파트 가기전/,126.66472,36.62963,N,2020
충남청,2020-12-05 08:39:23,충남청,종결요청,교통사고,남성,충청남도 서산시 성연면 일람리(성연면) 714,126.445,36.8094444,,2020
충남청,2020-12-05 08:40:00,충남청,종결요청,교통사고,남성,충청남도 서산시 고북면 기포리(고북면) 494-4,126.5243268,36.66684866,,2020
충남청,2020-12-05 08:45:54,충남청,종결요청,음주운전,여성,충청남도 논산시 연무읍 신화리(연무읍) 1122,127.05599107,36.14140513,,2020
대전청,2020-12-05 09:09:33,대전청,종결요청,교통사고,남성,대전광역시 서구 둔산동(둔산2동) 1375,127.379294,36.35733699,,2020
대전청,2020-12-05 10:01:30,대전청,종결요청,교통불편,남성,대전광역시 동구 중동(중앙동) 27-1,127.43081217,36.33052305,,2020
충남청,2020-12-05 08:45:34,충남청,종결요청,음주운전,남성,충청남도 논산시 채운면 우기리(채운면) 646-1,127.056649,36.154321,,2020
충남청,2020-12-05 09:50:29,충남청,종결요청,교통사고,남성,충청남도 논산시 은진면 토양리(행정:은진면) 33,127.100318,36.144322,Y,2020
대전청,2020-12-05 11:27:17,대전청,종결요청,교통사고,남성,대전광역시 유성구 노은동(노은1동) 551-3,127.32030372,36.36707168,,2020
대전청,2020-12-05 08:39:41,대전청,종결요청,교통위반,남성,대전광역시 서구 갈마동(갈마2동) 1069,127.37519394,36.34678783,,2020
충남청,2020-12-05 09:32:25,충남청,종결요청,교통사고,불상,충청남도 홍성군 광천읍 광천리 462-10 wifi값,126.61558,36.49263,Y,2020
충남청,2020-12-05 09:53:20,충남청,종결요청,교통사고,불상,충청남도 부여군 규암면 규암리 119-7 백마강주유소 앞,126.88888,36.27567,N,2020
충남청,2020-12-05 09:55:20,충남청,종결요청,교통사고,불상,충청남도 예산군 예산읍 향천리 176-4 충일아파트 5-6라인 앞,126.85434,36.68161,N,2020
충남청,2020-12-05 11:28:48,세종청,종결요청,교통사고,남성,세종특별자치시 세종시 가람동(한솔동) 19-30,127.24852605,36.46682763,,2020
충남청,2020-12-05 11:28:04,충남청,종결요청,교통사고,여성,충청남도 천안시 서북구 입장면 상장리(행정:입장면) 112-4,127.22958,36.914526,Y,2020
충남청,2020-12-05 12:10:56,충남청,종결요청,교통사고,여성,충청남도 서산시 음암면 상홍리(음암면) 873-6,126.494865,36.783718,,2020
충남청,2020-12-05 13:58:20,충남청,종결요청,교통사고,여성,충청남도 천안시 서북구 불당동(불당동) 939,127.1063526,36.80479744,,2020
충남청,2020-12-05 09:34:44,충남청,종결요청,교통사고,여성,충청남도 홍성군 광천읍 광천리(광천읍) 460-8,126.61725998,36.4952302,Y,2020
충남청,2020-12-05 09:36:18,충남청,종결요청,교통사고,남성,충청남도 홍성군 광천읍 광천리(광천읍) 458-25,126.617861,36.495938,Y,2020
대전청,2020-12-05 09:48:12,대전청,종결요청,교통불편,남성,대전광역시 서구 만년동(만년동) 246,127.37603426,36.36740193,,2020
충남청,2020-12-05 10:36:02,충남청,종결요청,교통사고,여성,충청남도 서산시 동문동(행정:동문2동) 933-1,126.45430613,36.78286431,,2020
충남청,2020-12-05 11:01:29,충남청,종결요청,음주운전,여성,경기도 화성시 송산면 고정리(행정:송산면) 349-26,126.756839,37.236556,,2020
충남청,2020-12-05 14:00:12,충남청,종결요청,교통사고,남성,충청남도 당진시 송악읍 한진리(송악읍) 101,126.7812741,36.97066811,,2020
충남청,2020-12-05 09:42:36,충남청,종결요청,교통불편,남성,충청남도 공주시 신관동(행정:신관동) 24-16,127.141978,36.474645,,2020
대전청,2020-12-05 11:31:50,대전청,종결요청,교통사고,남성,대전광역시 대덕구 신탄진동(행정:신탄진동) 100-1,127.431731,36.453288,,2020
대전청,2020-12-05 13:48:30,대전청,종결요청,교통불편,남성,대전광역시 서구 도안동(가수원동) 1367,127.34530119,36.3171192,,2020
대전청,2020-12-05 13:46:01,대전청,종결요청,교통사고,여성,대전광역시 서구 용문동(행정:용문동) 589-12,127.39193,36.338996,,2020
대전청,2020-12-04 12:13:25,대전청,종결요청,교통사고,남성,대전광역시 중구 대사동(대사동) 640,127.41645335,36.317608,,2020
충남청,2020-12-04 12:27:19,충남청,종결요청,교통사고,남성,충청남도 아산시 배방읍 공수리(배방읍) 262-9,127.05489274,36.77184139,,2020
충남청,2020-12-04 12:31:45,충남청,종결요청,교통사고,남성,충청남도 천안시 서북구 불당동(행정:불당동) 1614,127.105395,36.812717,,2020
충남청,2020-12-04 07:05:20,충남청,종결요청,음주운전,여성,충청남도 천안시 서북구 성정동(행정:성정2동) 678-1,127.136666,36.818924,,2020
대전청,2020-12-04 07:28:32,대전청,종결요청,교통사고,여성,대전광역시 대덕구 읍내동(회덕동) 427-3,127.42358103,36.37301256,Y,2020
충남청,2020-12-04 07:40:15,충남청,종결요청,교통사고,여성,충청남도 아산시 권곡동(행정:온양3동) 540-16,127.00643,36.78757,,2020
대전청,2020-12-04 07:57:53,대전청,종결요청,교통불편,남성,대전광역시 유성구 구암동(행정:온천1동) 96-3,127.330657,36.35666,Y,2020
대전청,2020-12-04 09:17:23,대전청,종결요청,교통사고,남성,대전광역시 유성구 죽동(행정:온천2동) 725-3,127.340073,36.371269,,2020
대전청,2020-12-04 09:53:04,대전청,종결요청,교통사고,남성,대전광역시 서구 탄방동(행정:탄방동) 1483-5,127.40034266,36.34418905,,2020
충남청,2020-12-04 10:27:25,충남청,종결요청,교통사고,불상,충청남도 논산시 연무읍 고내리 1057-1 비버판넬,127.09774,36.09531,N,2020
대전청,2020-12-04 11:05:28,대전청,종결요청,교통사고,남성,대전광역시 유성구 노은동(노은1동) 566,127.32016348,36.3650395,,2020
대전청,2020-12-04 11:20:53,대전청,종결요청,교통불편,남성,대전광역시 동구 낭월동(행정:산내동) 530,127.464452,36.27742,,2020
대전청,2020-12-04 11:20:29,대전청,종결요청,교통사고,여성,대전광역시 서구 관저동(행정:관저1동) 999-1,127.33734501,36.3043224,,2020
대전청,2020-12-04 11:21:25,대전청,종결요청,교통사고,남성,대전광역시 대덕구 중리동(중리동) 190-4,127.43183407,36.35930483,,2020
충남청,2020-12-04 06:41:42,충남청,종결요청,음주운전,남성,충청남도 아산시 용화동(온양5동) 1509,127.011416,36.771315,,2020
충남청,2020-12-04 07:06:57,충남청,종결요청,교통사고,남성,충청남도 서산시 대산읍 대로리(대산읍) 217-2,126.41247644,36.96740753,,2020
충남청,2020-12-04 07:06:54,충남청,종결요청,교통불편,남성,충청남도 논산시 강산동(행정:부창동) 647,127.089013,36.189289,,2020
충남청,2020-12-04 07:42:08,충남청,종결요청,교통위반,남성,충청남도 천안시 서북구 성거읍 정촌리(성거읍) 191-4,127.18931047,36.8944697,,2020
남대전지구대,2020-12-04 08:07:23,대전청,종결요청,교통사고,남성,대전광역시 중구 옥계동(행정:석교동) 21-11,127.450843,36.301506,,2020
충남청,2020-12-04 09:01:45,충남청,종결요청,교통사고,남성,충청남도 보령시 주교면 관창리(주교면) 109-15,126.58351393,36.38463394,,2020
충남청,2020-12-04 09:01:26,충남청,종결요청,교통사고,여성,충청남도 금산군 금산읍 상리(행정:금산읍) 39-10,127.490201,36.107661,,2020
충남청,2020-12-04 09:04:11,충남청,종결요청,교통사고,남성,충청남도 공주시 반포면 온천리(반포면) 110-1,127.25390911,36.39126778,,2020
대전청,2020-12-04 09:23:38,대전청,종결요청,교통사고,남성,대전광역시 서구 가장동(행정:가장동) 55,127.3881,36.33471,,2020
충남청,2020-12-04 12:01:26,충남청,종결요청,교통사고,남성,충청남도 예산군 삽교읍 두리(삽교읍) 607-15,126.74228405,36.68774449,,2020
대전청,2020-12-04 10:01:37,대전청,종결요청,교통사고,남성,대전광역시 대덕구 오정동(오정동) 453-30,127.41768797,36.34968329,,2020
대전청,2020-12-04 10:19:04,대전청,종결요청,교통사고,남성,대전광역시 중구 용두동(행정:용두동) ,127.405067,36.328608,,2020
대전청,2020-12-04 10:23:01,대전청,종결요청,교통사고,여성,대전광역시 중구 사정동(산성동) 487,127.38202207,36.29416445,,2020
대전청,2020-12-04 10:23:04,대전청,종결요청,교통사고,남성,대전광역시 유성구 장대동(행정:온천2동) 11-50,127.336358,36.357184,,2020
충남청,2020-12-04 10:45:06,충남청,종결요청,교통사고,남성,충청남도 논산시 은진면 연서리(은진면) 500-50,127.102525,36.160609,,2020
대전청,2020-12-04 11:06:26,대전청,종결요청,교통사고,남성,대전광역시 중구 대흥동(대흥동) 520-2,127.42003882,36.32327632,,2020
충남청,2020-12-04 11:45:19,충남청,종결요청,교통사고,남성,충청남도 천안시 서북구 두정동(행정:부성1동) 1613,127.145891,36.837298,Y,2020
대전청,2020-12-04 07:42:18,대전청,종결요청,교통사고,여성,대전광역시 동구 판암동(행정:판암2동) 237,127.45796,36.32245,,2020
대전청,2020-12-04 07:43:24,대전청,종결요청,교통사고,남성,대전광역시 동구 판암동(행정:판암2동) 237,127.45839,36.32205,,2020
충남청,2020-12-04 08:50:45,충남청,종결요청,교통사고,남성,충청남도 보령시 주교면 관창리(행정:주교면) 109-23,126.583602,36.384038,,2020
충남청,2020-12-04 08:49:25,충남청,종결요청,교통사고,불상,충청남도 보령시 대천동 171 보령경찰서 앞.,126.59683,36.35148,N,2020
충남청,2020-12-04 11:59:37,세종청,종결요청,교통사고,남성,세종특별자치시 세종시 금남면 용포리(행정:금남면) 213-1,127.281216,36.468869,,2020
대전청,2020-12-04 12:18:05,대전청,종결요청,교통위반,남성,대전광역시 유성구 봉명동(행정:온천1동) 575-4,127.34822287,36.35183092,,2020
충남청,2020-12-04 12:34:35,충남청,종결요청,교통사고,불상,충청남도 천안시 서북구 불당동(행정:불당동) 1614,127.105395,36.812717,N,2020
충남청,2020-12-04 06:24:30,충남청,종결요청,교통사고,불상,충청남도 보령시 주교면 은포리 891-8 ,126.53744,36.37818,N,2020
충남청,2020-12-04 07:44:20,충남청,종결요청,교통사고,남성,충청남도 당진시 석문면 통정리(석문면) 517-5,126.5924562,37.00012248,Y,2020
충남청,2020-12-04 07:47:28,충남청,종결요청,교통사고,여성,충청남도 공주시 신관동(행정:신관동) 24-1,127.142617,36.474645,,2020
대전청,2020-12-04 07:48:52,대전청,종결요청,교통불편,남성,대전광역시 대덕구 신일동(목상동) 50-1,127.41003156,36.4301832,,2020
충남청,2020-12-04 08:27:30,충남청,종결요청,교통사고,불상,충청남도 천안시 서북구 쌍용동 1561 ,127.1175,36.79444,N,2020
충남청,2020-12-04 08:29:28,충남청,종결요청,교통사고,여성,충청남도 보령시 대천동(대천2동) 372-11,126.584773,36.353846,,2020
충남청,2020-12-04 08:39:55,충남청,종결요청,교통사고,불상,충청남도 아산시 온천동 130-43 ,127.00584,36.77722,N,2020
충남청,2020-12-04 09:07:46,충남청,종결요청,교통사고,남성,충청남도 논산시 내동(행정:취암동) 658,127.100811,36.187433,,2020
대전청,2020-12-04 09:32:52,대전청,종결요청,교통사고,남성,대전광역시 서구 탄방동(행정:탄방동) 519-4,127.38047798,36.34393151,,2020
대전청,2020-12-04 11:12:27,대전청,종결요청,교통불편,불상,대전광역시 서구 둔산동(둔산2동) 1567,127.40057562,36.35768706,,2020
충남청,2020-12-04 07:45:00,충남청,종결요청,교통사고,여성,충청남도 당진시 석문면 통정리(석문면) 518-14,126.5944444,36.9980556,Y,2020
